sentence1,label
এই সুদৃশ্য ফ্রেঞ্চ-এশিয়ান ফিউশন রেস্তোরাঁটি স্মিথ স্ট্রিটের অন্যান্য দুর্দান্ত রেস্টুরেন্টগুলির মধ্যে দাঁড়িয়ে আছে।,positive
"আমার খাদ্যের সঙ্গে পুঙ্খানুপুঙ্খভাবে প্রভাবিত ছিল,আমরা একটি শনিবার কয়েক সপ্তাহ আগে দুপুরের খাবার জন্য এখানে গিয়েছিলাম ।",positive
ভাল রেস্টুরেন্ট ডেকোরেশনটা বিস্ময়কর আউটডোরটা বিস্ময়কর যুক্তিসংগত দাম সাথে খাবারটা সার্ভিসটা চমৎকার মানের শুধু জায়গাটি ভালোবাসি আরো অনেকবার চাই,positive
আচারের সংযোজন খুব ভাল ছিল ।,positive
"কিন্তু সিচুয়ানের জন্য অনেক মানুষ মৃত্যুবরণ করেছে) - চংকিং হট পট, চংকিং হচ্ছে সিচুয়ানের বৃহত্তম শহর, এখন এটি একটি স্বাধীন প্রদেশ পরিণত হয়েছে।",positive
"আমরা আটলান্টিক এভিনিউ এবং চতুর্থ সড়কগুলির মধ্যে থাই রেস্তোরাঁর প্রতিটিতে যাই, এবং জয়া সবার সেরা।",positive
গুড খাদ্য আইটেম না,positive
গুড খাদ্য সুস্থ এটিও,positive
শ্রিম্প পিজা মরতে,positive
"আমাদের প্রিয় সসেজ এবং মুরগির সঙ্গে orecchiette হয় (সাধারণত ওয়েটার অর্ধেক অর্ধেকে বিভক্ত করেন তাই, আপনি উভয় অর্ধেক মেট নমুনা পেতে পারেন)।",positive
"যে শুধু চাল থেকে নয়,কিন্তু আয়তন ট্রিপ বেশী চেয়ে রোল হয়,এটি একটি অভ্যন্তরীণ আউট রোলের মধ্যে একটি নিয়মিত রোল চালু করতে $ 2 অতিরিক্ত খরচ হয়।",negative
সাধারণত পোস্ট করব না মন্তব্য জায়গা অসাধারণ খাদ্য সুস্বাদু আশ্চর্যজনক কাপড় বন্ধুত্বপূর্ণ সেবা মসৃণ ধন্যবাদ বলছি,positive
